customer_id;buy_post;date_diff_post
13220760;1;6.724078647501901
30315975;0;0.0
21679985;1;19.11910259100191
29754274;1;24.672186532360616
7797823;1;11.617674993900954
9904853;0;0.0
41160419;1;13.813439724488832
2991868;1;7.779404125241275
19659538;1;5.913214347187537
21615224;1;20.38134321210125
27497867;0;0.0
5955772;1;18.19816102999805
29871260;1;16.562967016828495
29741207;1;18.764084765839293
27847288;0;0.0
23464407;1;15.897856365521084
9576556;1;15.177021139135306
24650386;1;12.591918512721572
41221137;1;21.56114447501394
21363557;0;0.0
11990628;1;25.316685712360457
38970087;1;15.341885580847924
19170602;0;0.0
32818596;1;8.7533058042226
8437184;1;13.38336066568998
37903994;0;0.0
27266728;0;0.0
28608247;1;19.860750766026673
12099042;0;0.0
8693106;1;4.827589040840365
1880985;1;11.974560005085017
13089445;1;30.16836376192407
466082;1;13.194706625138222
6150810;1;17.25496642167606
11480891;1;9.471113794957308
22407092;1;2.4358628941492704
1264888;1;7.706152592336537
24678178;1;15.280888459989313
34367359;1;20.613645534002373
32704906;0;0.0
11613352;1;26.089269142288227
24633208;0;0.0
23723026;1;14.103323570856361
22410771;0;0.0
9558022;1;16.847942453988885
28096216;0;0.0
20826728;1;8.737211386400164
20989427;1;14.057427639223247
13179603;0;0.0
7540069;1;31.309067870965833
510436;1;14.543463340063784
8803721;1;5.15932009155204
28914459;1;10.413983947441324
484139;0;0.0
22069710;1;6.470164142953326
818062;1;12.590400398423519
34630401;1;7.552367244989128
12085314;1;20.182666571437366
29364620;1;34.178307799304086
10779160;1;18.17087181177549
2047559;1;14.98036772297585
19312998;0;0.0
7816110;1;21.541063863547503
10938922;1;12.032165980697368
26149208;1;16.60482269293407
28734260;1;15.454781228515362
26284071;1;11.662054271288957
9687583;1;17.23693169736103
24625879;0;0.0
10186290;1;19.05975109124728
40591453;1;29.773377882522
2158339;1;13.68019029966265
35390202;1;22.16046334045098
37615329;0;0.0
276399;1;19.66976646030502
18628701;0;0.0
9546941;0;0.0
39447964;0;0.0
4752407;1;1.7496373624449966
40124051;0;0.0
27578370;1;8.534292548600357
23473852;1;14.456058339747281
7653802;1;22.89415555421946
18025071;1;19.017445196453227
21587625;0;0.0
18191387;0;0.0
18731141;1;18.536246347879757
45902775;0;0.0
9968176;0;0.0
44759591;1;17.53324697049139
14870518;1;28.558942155226358
22218444;1;12.027374805680212
22877892;1;19.969548219588656
41271589;1;26.35970054903744
30237269;1;10.024643307091328
3296941;1;31.168019971286775
22191359;1;23.80991523190158
21436114;1;25.22508075093303
8369200;1;25.082642824194494
13191993;1;22.64817169566427
32020557;1;17.908009765963367
10081299;1;23.673387565803466
31782747;0;0.0
1899216;0;0.0
18199121;1;17.285737011071852
8217938;1;13.330252863269815
25381058;1;2.1337248761942647
11241729;1;26.760753655272016
36972442;1;22.35263307011111
27155443;1;28.051509794367384
18356287;1;16.42511863939329
27260221;1;27.479295417578914
1018052;1;7.114382000661443
21439175;1;13.99966294412911
23861509;0;0.0
5208623;1;6.4573747333373355
11557183;1;19.572074631961975
23464595;0;0.0
23389199;1;10.467571664412795
12091095;1;28.78563732799732
9936375;1;7.464842222863684
11396124;1;20.107813487476015
6732343;0;0.0
33796513;0;0.0
37085803;1;16.358385770794026
12421228;1;0.949712162628888
12446247;1;20.190515315561868
5776186;0;0.0
21195910;1;18.065656266044066
22352724;1;2.3623191100700076
22946810;1;11.54339862070651
12742891;1;14.30569574995524
11786731;1;12.574088139785507
31315517;1;22.143235073026805
26036638;0;0.0
433348;1;24.67397185999815
6547559;1;25.443630567938214
9574494;1;12.477227374033637
4931867;1;2.1386677259255578
29847741;1;27.86596005423293
19284017;1;14.335719313741938
19057145;1;16.482862229402233
30266123;0;0.0
30883662;0;0.0
23490236;1;22.16709212770051
8526781;0;0.0
46085953;0;0.0
22896921;1;11.311286916736245
41130019;1;19.80922908673777
27633256;1;28.339584125262345
30015459;1;21.724274576131872
8655710;0;0.0
21333153;1;13.732849630518595
21356384;1;15.858543615317128
29788722;1;12.73779971063032
25847467;1;11.262528392747857
27119097;1;2.476287019411547
33770855;0;0.0
8185983;1;10.904775572873064
24783815;0;0.0
22142892;0;0.0
471363;1;13.88515760493976
23875545;1;14.041320612299307
28412787;0;0.0
30898763;0;0.0
22199792;1;28.656993807903653
13930902;1;18.177256188579385
27629397;1;8.014852305408219
28785057;1;8.85438194179098
39597699;1;12.23485687586391
27472067;0;0.0
14722543;1;19.793969751953785
11630496;1;23.12450010271779
18807606;1;2.3133560820385064
37773482;0;0.0
40151524;1;32.564137894601444
21773345;1;16.006378570758173
23465711;1;13.296238341795036
21232259;0;0.0
35305059;1;22.191377947189437
38696733;0;0.0
28113555;1;20.820413229750024
23547105;1;15.457998748412502
36985577;1;12.384657795088087
21338170;1;13.8760440418647
33202490;1;20.371694416920462
336063;1;14.832887589853234
30227344;0;0.0
18176587;0;0.0
18802863;1;9.761042578714097
19157872;0;0.0
7964003;1;4.690610969011161
38282747;1;2.805581570755539
12151274;1;0.8938653291425638
19743514;1;29.27208135634205
857441;0;0.0
41025320;0;0.0
1764568;0;0.0
21042196;0;0.0
13202416;1;14.249856597574775
29357032;0;0.0
519744;1;13.826730127397857
1506399;1;19.383208356372418
18339118;1;11.815978380307651
29482383;1;23.011131009373265
38461433;1;2.2633172926609504
30793683;1;11.201510472431977
739898;1;17.62244080988679
8539030;1;22.16972627114484
24519494;0;0.0
22738079;1;7.533168122257642
14065074;1;32.152634412662046
21389924;1;13.997959446575614
25144769;0;0.0
18059426;1;15.368463921333095
32731584;0;0.0
21560274;1;31.669455295442134
570770;0;0.0
22369807;0;0.0
7844601;1;22.295313528743424
35314662;1;27.435392253025345
34036550;1;9.039144118016628
26875733;1;13.973455166382749
363702;0;0.0
3494288;1;20.229624928966846
29054116;1;16.91794554939693
20739178;0;0.0
23523209;1;21.56072075917831
199939;1;14.67590706259363
26451493;1;20.037825205634554
27003569;1;8.40710309072054
8116194;0;0.0
40181024;0;0.0
24351384;1;8.58798964057093
25857509;1;12.957709325907368
8458437;1;7.422848081099616
